,Episode End Value,action,Nepse Data,Stock price
949,25074.0,1,1347.45,640.0
950,26062.0,1,1394.77,653.0
951,25112.0,1,1479.03,679.0
952,25302.0,1,1464.94,654.0
953,25074.0,0,1449.95,659.0
954,25074.0,2,1432.45,653.0
955,25644.0,2,1442.62,655.0
956,25644.0,2,1465.11,670.0
957,25568.0,2,1462.48,670.0
958,25150.0,2,1454.89,668.0
959,25036.0,2,1431.53,657.0
960,24884.0,2,1439.06,654.0
961,24960.0,2,1396.28,650.0
962,24922.0,2,1403.87,652.0
963,25264.0,2,1381.38,651.0
964,25454.0,2,1392.68,660.0
965,25492.0,2,1430.42,665.0
966,25454.0,2,1423.81,666.0
967,25378.0,2,1425.32,665.0
968,25454.0,2,1408.79,663.0
969,25454.0,2,1391.46,665.0
970,25264.0,2,1402.22,665.0
971,25416.0,2,1407.9,660.0
972,25340.0,2,1391.3,664.0
973,25378.0,2,1397.57,662.0
974,25378.0,2,1410.34,663.0
975,25454.0,2,1431.61,663.0
976,25530.0,2,1440.94,665.0
977,25416.0,2,1462.04,667.0
978,25644.0,2,1458.04,664.0
979,26366.0,2,1484.99,670.0
980,27620.0,2,1510.57,689.0
981,26974.0,2,1510.42,722.0
982,26784.0,2,1499.98,705.0
983,26746.0,2,1487.81,700.0
984,26632.0,2,1495.16,699.0
985,26898.0,2,1508.21,696.0
986,27240.0,2,1520.69,703.0
987,27354.0,2,1537.25,712.0
988,27050.0,2,1540.51,715.0
989,27012.0,2,1536.04,707.0
990,27240.0,2,1541.4,706.0
991,27278.0,2,1572.19,712.0
992,27202.0,2,1575.18,713.0
993,26860.0,2,1569.06,711.0
994,26974.0,2,1546.16,702.0
995,27050.0,2,1555.53,705.0
996,26898.0,2,1561.27,707.0
997,27126.0,0,1565.56,703.0
998,27126.0,2,1560.83,709.0
999,27088.0,2,1553.62,703.0
1000,27050.0,2,1550.43,702.0
1001,27050.0,2,1571.04,701.0
1002,27126.0,2,1585.76,701.0
1003,27278.0,2,1582.13,703.0
1004,27202.0,2,1586.29,707.0
1005,27202.0,2,1600.98,705.0
1006,27012.0,2,1589.64,705.0
1007,26974.0,2,1576.27,700.0
1008,27012.0,2,1578.01,699.0
1009,26936.0,2,1568.59,700.0
1010,27278.0,2,1561.17,698.0
1011,27012.0,2,1562.46,707.0
1012,27012.0,2,1556.8,700.0
1013,27278.0,2,1570.38,700.0
1014,27354.0,2,1583.61,707.0
1015,27658.0,2,1597.72,709.0
1016,28038.0,2,1606.26,717.0
1017,28418.0,2,1647.46,727.0
1018,28342.0,2,1645.68,737.0
1019,28038.0,2,1640.96,735.0
1020,28950.0,2,1637.63,727.0
1021,29102.0,2,1643.04,751.0
1022,29102.0,2,1640.64,755.0
1023,29482.0,2,1636.17,755.0
1024,30432.0,2,1648.58,765.0
1025,33282.0,0,1652.81,790.0
1026,33282.0,2,1678.79,865.0
1027,34974.0,2,1707.68,907.0
1028,34470.0,2,1718.5,954.0
1029,35370.0,2,1741.81,940.0
1030,35262.0,2,1778.13,965.0
1031,34290.0,2,1782.81,962.0
1032,36414.0,2,1780.43,935.0
1033,39942.0,2,1810.11,994.0
1034,39834.0,2,1874.82,1092.0
1035,39582.0,2,1893.25,1089.0
1036,39186.0,1,1968.27,1082.0
