Date,AI Bot,action,Nepse Data,Stock price,Normal Investor
2021-02-08,60678,1,2561.48,1437,40478.8732394366
2021-02-09,60936,1,2534.37,1410,39718.3098591549
2021-02-10,60678,1,2543.03,1416,39887.323943662
2021-02-11,58055,1,2526.92,1410,39718.3098591549
2021-02-14,58442,1,2493.59,1349,38000
2021-02-15,58270,1,2586.01,1358,38253.5211267606
2021-02-16,57281,1,2601.51,1354,38140.8450704225
2021-02-17,58313,1,2611.45,1331,37492.9577464789
2021-02-18,58184,1,2636.68,1355,38169.014084507
2021-02-21,57883,1,2640.35,1352,38084.5070422535
2021-02-22,57926,1,2607.67,1345,37887.323943662
2021-02-23,58184,1,2586.51,1346,37915.4929577465
2021-02-24,57195,1,2599.08,1352,38084.5070422535
2021-02-25,57195,1,2554.14,1329,37436.6197183099
